id,playerAge,buyTicketTimeOfComp,packNormalScore,packReverseScore,packTimeOfComp,lab1Time,lab2Time,lab3Time,lab1Latency,lab2Latency,lab3Latency,lab1Hits,lab2Hits,lab3Hits,lab1Crosses,lab2Crosses,lab3Crosses,lab1DeadEnds,lab2DeadEnds,lab3DeadEnds,labXHits,labXCrosses,labXDeadEnds,labTimeOfComp,waitRoomCorrect,waitRoomIncorrect,waitRoomMissed,flyPlaneCorrect,flyPlaneIncorrect,flyPlaneMissed,flyPlaneGreenCorrect,flyPlaneGreenIncorrect,flyPlaneGreenMissed,flyPlaneTimeOfComp,coinsMinCorrect,coinsMinIncorrect,coinsMinMissed,coinsExtraCorrect,coinsExtraIncorrect,coinsExtraMissed,coinsSelected,coinsClicksBeforeMin,coinsTimeOfComp,unPackFirstSelected,unPackFirstCorrect,unPackFirstPerc,unPackS1Correct,unPackS2Correct,unPackS3Correct,unPackS1Incorrect,unPackS2Incorrect,unPackS3Incorrect,unPackS1Repeated,unPackS2Repeated,unPackS3Repeated,unPackFourFirstSample,unPackFourLastSample,unPackGroupingSample,unPackSpacialPrecisionSample,unPackTimeOfComp
231,11,31,3,4,324,72.6343,10.9337,3.28263,1.78318,6.01696,2.13321,5,13,8,1,9,5,0,1,1,8.67,5,0.67,95,7,45,4,28,2,0,8,1,0,48,15,0,9,6,0,3,"[""3"",""14"",""25"",""22"",""59"",""56"",""50"",""69"",""73"",""82"",""113"",""140"",""154"",""147"",""168"",""Coin182"",""Coin193"",""Coin204"",""Coin222"",""Coin218"",""Coin215""]",0,133,"[""Robot"",""Tabla de surf"",""Camara""]",2,0,12,11,12,7,7,1,4,1,3,"[0,0,25,0]","[25,25,0,0]","[6,6,6,0]","[3,10,11,0]",337
232,12,29,6,5,457,31.9841,53.2512,50.1013,1.53342,24.434,8.13356,5,6,28,0,4,15,0,0,4,13,6.33,1.33,150,11,0,0,28,2,0,8,1,0,55,14,1,10,3,0,7,"[""63"",""14"",""140"",""155"",""59"",""154"",""73"",""25"",""168"",""215"",""218"",""222"",""182"",""69"",""56"",""Coin147"",""Coin113"",""Coin193""]",0,82,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,10,12,11,2,0,0,0,0,0,"[25,0,75,0]","[50,50,0,0]","[0,5,2,0]","[8,6,7,0]",253
233,11,66,6,4,478,70.9025,27.3344,23.5175,6.40045,3.73352,3.05007,10,11,14,1,7,10,0,0,5,11.67,6,1.67,130,11,5,0,30,0,0,9,0,0,41,16,0,8,2,0,6,"[""3"",""25"",""50"",""56"",""59"",""63"",""69"",""73"",""82"",""110"",""127"",""113"",""140"",""154"",""147"",""168"",""Coin222"",""Coin215""]",0,75,"[""Robot"",""Carrito"",""Tabla de surf""]",3,99.99,10,12,12,1,0,0,0,0,0,"[0,25,50,0]","[50,25,50,0]","[2,3,3,0]","[8,7,7,0]",248
234,11,47,7,5,557,9.78365,4.63352,4.20013,1.81674,3.78345,3.11652,8,9,8,5,5,6,1,1,1,8.33,5.33,1,34,11,6,0,26,4,0,5,4,0,94,24,0,0,0,0,0,"[""218"",""215"",""222"",""193"",""204"",""182"",""168"",""154"",""147"",""140"",""127"",""113"",""110"",""82"",""69"",""73"",""59"",""63"",""56"",""50"",""22"",""25"",""3"",""14""]",0,68,"[""Robot"",""Carrito"",""Tabla de surf""]",3,99.99,12,12,12,0,0,0,1,0,0,"[50,50,25,0]","[25,25,25,0]","[2,4,2,0]","[12,8,11,0]",236
235,12,40,5,5,425,47.867,31.3169,10.35,6.96673,11.2168,4.13402,5,11,8,0,5,7,0,1,1,8,4,0.67,97,11,0,0,29,1,0,8,1,0,52,16,0,8,2,0,6,"[""193"",""3"",""25"",""14"",""22"",""50"",""56"",""59"",""63"",""73"",""69"",""82"",""110"",""113"",""127"",""140"",""Coin204"",""Coin222""]",0,80,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,12,12,12,7,3,0,4,0,0,"[25,0,0,0]","[0,25,50,0]","[1,2,3,0]","[7,7,7,0]",372
236,11,96,5,6,435,51.0517,32.0345,57.552,6.30002,3.21678,16.1673,3,12,6,0,5,3,3,1,0,7,2.67,1.33,150,11,4,0,28,2,0,8,1,0,53,16,0,8,4,0,4,"[""3"",""14"",""25"",""22"",""59"",""56"",""50"",""69"",""73"",""82"",""110"",""127"",""113"",""140"",""154"",""147"",""Coin193"",""Coin218"",""Coin222"",""Coin215""]",0,79,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,9,12,12,1,0,0,0,0,1,"[75,25,25,0]","[25,25,25,0]","[2,5,5,0]","[8,10,11,0]",254
237,11,98,4,3,329,73.317,57.3511,28.3673,8.54995,7.1339,6.45004,7,7,4,1,1,2,0,1,1,6,1.33,0.67,170,8,7,3,24,4,2,7,2,0,57,14,0,10,8,0,2,"[""22"",""25"",""3"",""50"",""82"",""193"",""113"",""182"",""218"",""215"",""222"",""168"",""154"",""140"",""Coin110"",""Coin73"",""Coin59"",""Coin69"",""Coin56"",""Coin14"",""Coin63"",""Coin127""]",0,145,"[""Robot"",""Carrito"",""Tabla de surf""]",3,99.99,12,12,12,7,0,0,4,1,1,"[50,25,50,0]","[0,25,25,0]","[6,4,4,0]","[9,10,8,0]",298
238,12,83,7,4,461,17.2001,48.5837,31.4671,4.51673,14.1502,7.85008,12,10,4,9,4,2,3,1,1,8.67,5,1.67,118,11,0,0,27,2,1,8,1,0,61,14,0,10,8,0,2,"[""3"",""14"",""25"",""22"",""59"",""56"",""50"",""69"",""73"",""82"",""110"",""127"",""113"",""140"",""Coin154"",""Coin147"",""Coin168"",""Coin182"",""Coin204"",""Coin222"",""Coin218"",""Coin215""]",0,93,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,12,12,12,7,0,0,4,0,0,"[0,50,25,0]","[50,25,50,0]","[4,3,3,0]","[7,8,6,0]",284
239,12,42,3,4,332,101.12,59.552,31.4344,18.1671,8.63366,6.58355,5,9,4,0,1,0,3,0,0,6,0.33,1,201,11,0,0,27,2,1,9,0,0,65,10,0,14,13,0,1,"[""22"",""25"",""50"",""63"",""113"",""193"",""82"",""3"",""147"",""69"",""Coin182"",""Coin215"",""Coin168"",""Coin73"",""Coin218"",""Coin154"",""Coin59"",""Coin204"",""Coin140"",""Coin222"",""Coin110"",""Coin14"",""Coin127""]",0,130,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,10,9,11,2,1,0,0,0,0,"[0,25,0,0]","[50,25,75,0]","[1,2,2,0]","[6,7,7,0]",291
240,11,74,5,4,442,49.6177,60.9012,57.1678,9.66691,3.18342,2.45007,21,94,46,15,64,30,6,9,8,53.67,36.33,7.67,176,11,6,0,28,2,0,8,1,0,60,14,1,10,5,0,5,"[""216"",""215"",""168"",""154"",""218"",""204"",""127"",""63"",""3"",""147"",""82"",""113"",""193"",""69"",""22"",""Coin73"",""Coin25"",""Coin222"",""Coin14"",""Coin182""]",0,161,"[""Carrito"",""Alcancia"",""Tabla de surf""]",2,0,8,11,11,1,0,0,0,0,0,"[0,25,50,0]","[25,75,25,0]","[2,3,2,0]","[6,6,10,0]",363
241,11,34,6,3,553,185.535,105.719,35.9007,1.51671,3.95028,3.71681,11,23,8,0,9,3,2,4,1,14,4,2.33,336,9,5,2,25,4,1,6,3,0,53,10,0,14,4,0,10,"[""22"",""50"",""3"",""69"",""215"",""56"",""168"",""73"",""25"",""218"",""Coin14"",""Coin110"",""Coin127"",""Coin63""]",0,88,"[""Tabla de surf"",""Camara"",""Sombrero""]",1,0,10,11,12,1,0,0,0,0,0,"[0,50,50,0]","[25,0,25,0]","[1,1,3,0]","[4,6,3,0]",226
243,9,39,4,2,309,25.7837,37.7507,24.0005,4.06681,2.3833,2.85003,9,26,18,5,13,10,3,1,4,17.67,9.33,2.67,97,11,1,0,30,0,0,9,0,0,64,18,0,6,3,1,3,"[""218"",""193"",""147"",""50"",""14"",""3"",""22"",""59"",""127"",""168"",""182"",""215"",""222"",""204"",""154"",""140"",""113"",""110"",""Coin84"",""Coin82"",""Coin69"",""Coin73""]",0,90,"[""Tabla de surf"",""Carrito"",""Pino""]",2,0,9,9,9,0,0,0,0,0,1,"[50,50,50,0]","[25,50,50,0]","[3,3,3,0]","[8,6,7,0]",186
244,10,43,3,2,248,108.684,23.5329,5.24958,3.15063,9.58519,4.8333,24,8,4,4,5,3,4,1,1,12,4,2,145,11,1,0,25,3,2,8,1,0,57,18,0,6,1,0,5,"[""113"",""193"",""215"",""222"",""168"",""147"",""127"",""110"",""82"",""69"",""73"",""63"",""59"",""56"",""50"",""25"",""22"",""3"",""Coin14""]",0,68,"[""Robot"",""Tabla de surf"",""AletasUnPack""]",2,0,10,12,12,5,0,0,1,0,0,"[50,50,25,0]","[25,25,50,0]","[5,3,5,0]","[8,4,4,0]",320
245,9,31,4,4,338,34.6835,8.18324,2.71667,7.53336,4.38338,1.86678,10,11,6,4,8,6,1,2,1,9,6,1.33,53,8,0,3,27,2,1,8,1,0,49,11,2,13,1,0,12,"[""3"",""22"",""20"",""50"",""59"",""63"",""73"",""82"",""89"",""110"",""113"",""127"",""140"",""Coin218""]",0,77,"[""Robot"",""Carrito"",""Tabla de surf""]",3,99.99,9,9,9,8,6,10,1,2,4,"[50,0,25,0]","[0,25,50,0]","[2,3,5,0]","[6,5,3,0]",309
246,9,55,4,3,351,38.2514,7.8666,10.2668,5.33354,3.8835,6.81688,15,10,8,3,7,6,1,0,2,11,5.33,1,65,11,13,0,24,4,2,6,3,0,64,6,1,18,7,1,11,"[""222"",""206"",""204"",""127"",""110"",""63"",""22"",""Coin50"",""Coin82"",""Coin193"",""Coin113"",""Coin25"",""Coin73"",""Coin154"",""Coin208""]",0,131,"[""Carrito"",""Tabla de surf"",""Robot""]",3,99.99,7,6,9,5,0,0,4,0,0,"[25,50,50,0]","[25,50,50,0]","[4,2,1,0]","[4,4,7,0]",255
247,9,54,4,4,406,55.5972,20.184,7.91713,11.6461,2.21698,1.86696,5,28,5,1,20,4,0,5,2,12.67,8.33,2.33,91,11,16,0,22,8,0,8,1,0,45,8,0,16,0,0,16,"[""3"",""73"",""113"",""110"",""127"",""204"",""222"",""14""]",0,69,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,9,8,9,10,0,0,4,0,0,"[50,25,50,0]","[25,75,25,0]","[2,3,2,0]","[2,5,8,0]",287
248,10,50,4,3,320,41.6662,23.8996,22.6827,5.34979,7.39986,3.11644,11,18,13,2,11,9,4,2,4,14,7.33,3.33,95,10,4,1,24,4,2,7,2,0,53,14,0,10,0,0,10,"[""218"",""73"",""14"",""113"",""193"",""82"",""222"",""147"",""154"",""140"",""127"",""110"",""69"",""3""]",0,75,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,10,12,12,6,3,0,3,1,0,"[0,0,0,0]","[25,0,25,0]","[6,2,2,0]","[5,8,7,0]",330
249,9,73,4,4,359,60.3011,71.7449,60.3341,5.73357,6.86677,1.50006,0,16,17,0,8,9,0,0,3,11,5.67,1,200,9,11,2,27,3,0,7,2,0,44,13,0,11,6,0,5,"[""3"",""25"",""22"",""63"",""113"",""147"",""193"",""82"",""50"",""182"",""215"",""56"",""73"",""Coin218"",""Coin154"",""Coin59"",""Coin140"",""Coin222"",""Coin127""]",0,90,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,9,8,9,0,0,0,1,0,0,"[50,25,50,0]","[25,50,50,0]","[2,3,2,0]","[4,5,6,0]",215
250,10,57,3,4,322,70.0848,47.5675,70.0348,3.26674,12.7667,2.53354,4,6,10,0,3,3,0,0,1,6.67,2,0.33,197,8,4,3,24,5,1,4,4,1,77,14,1,10,5,0,5,"[""113"",""193"",""50"",""82"",""3"",""147"",""116"",""69"",""22"",""168"",""56"",""25"",""73"",""154"",""59"",""Coin204"",""Coin140"",""Coin110"",""Coin63"",""Coin127""]",0,96,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,12,11,12,7,0,0,4,0,0,"[25,25,25,0]","[0,50,50,0]","[3,3,4,0]","[8,9,9,0]",269
251,9,51,5,3,396,79.8841,55.6844,18.7833,4.15006,2.40059,5.41671,5,23,2,0,14,1,3,2,2,10,5,2.33,161,11,8,0,26,4,0,7,2,0,46,7,26,17,1,0,16,"[""3"",""13"",""12"",""10"",""11"",""39"",""102"",""86"",""84"",""100"",""101"",""108"",""107"",""105"",""104"",""103"",""26"",""25"",""1"",""2"",""5"",""8"",""22"",""20"",""18"",""53"",""14"",""47"",""43"",""27"",""50"",""59"",""82"",""Coin168""]",3,76,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,9,9,9,10,1,0,4,0,0,"[0,50,25,0]","[25,50,50,0]","[3,2,3,0]","[2,8,7,0]",274
252,9,69,4,3,345,48.1837,30.1336,23.7336,2.03337,5.06672,4.90008,17,23,12,2,15,8,0,4,3,17.33,8.33,2.33,110,11,41,0,25,4,1,7,2,0,63,8,1,16,0,0,16,"[""140"",""208"",""3"",""22"",""56"",""73"",""110"",""204"",""218""]",0,67,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,8,6,7,6,4,0,3,1,0,"[0,0,25,0]","[50,25,50,0]","[4,3,3,0]","[2,1,4,0]",283
253,9,61,3,2,398,38.5511,13.6004,4.43349,1.58325,4.88346,3.43347,102,6,4,69,5,4,31,0,1,37.33,26,10.67,67,10,25,1,24,6,0,6,3,0,67,11,4,13,1,0,12,"[""222"",""193"",""215"",""182"",""69"",""53"",""52"",""101"",""65"",""50"",""204"",""110"",""127"",""63"",""22"",""Coin14""]",0,69,"[""Tabla de surf""]",1,0,0,7,9,0,0,10,0,1,4,"[0,25,25,0]","[0,50,50,0]","[0,1,4,0]","[0,0,0,0]",190
254,11,95,4,4,449,44.4513,9.4504,6.55024,1.16722,2.60073,1.49994,14,12,4,2,7,4,3,2,0,10,4.33,1.67,68,8,8,3,28,2,0,8,1,0,64,13,1,11,0,0,11,"[""32"",""59"",""3"",""222"",""218"",""193"",""182"",""154"",""140"",""147"",""113"",""56"",""22"",""25""]",0,73,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,6,11,11,3,1,1,2,0,0,"[25,50,50,0]","[25,25,25,0]","[2,3,3,0]","[3,8,7,0]",324
255,9,78,4,4,395,80.2033,47.502,73.5119,5.96683,6.58363,21.3765,8,11,18,2,4,6,0,0,2,12.33,4,0.67,209,11,0,0,23,4,3,6,2,1,56,5,0,19,1,0,18,"[""25"",""63"",""110"",""127"",""168"",""Coin218""]",0,68,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,6,9,9,3,0,0,2,0,0,"[0,75,25,0]","[25,25,50,0]","[3,1,3,0]","[4,7,6,0]",260
256,10,64,5,4,404,48.6674,30.9673,32.9507,1.59991,1.70012,2.93354,13,14,23,1,7,14,1,1,3,16.67,7.33,1.67,129,10,1,1,28,2,0,9,0,0,55,15,0,9,4,0,5,"[""25"",""22"",""59"",""63"",""56"",""50"",""69"",""73"",""110"",""127"",""113"",""140"",""154"",""147"",""168"",""Coin204"",""Coin222"",""Coin218"",""Coin215""]",0,72,"[""Robot"",""Carrito"",""Tabla de surf""]",3,99.99,12,12,12,0,0,0,0,1,1,"[50,75,25,0]","[25,25,50,0]","[3,4,3,0]","[7,6,7,0]",278
257,10,58,5,3,362,27.6173,17.5674,5.3002,3.65014,2.65017,1.71655,22,9,6,7,5,3,5,1,1,12.33,5,2.33,58,7,41,4,25,4,1,6,3,0,58,8,0,16,13,0,3,"[""218"",""222"",""204"",""215"",""193"",""147"",""182"",""113"",""Coin140"",""Coin154"",""Coin127"",""Coin110"",""Coin69"",""Coin73"",""Coin56"",""Coin63"",""Coin59"",""Coin14"",""Coin3"",""Coin22"",""Coin25""]",0,121,"[""Tabla de surf"",""Alcancia"",""Robot""]",2,0,12,12,12,7,4,3,4,2,1,"[0,0,0,0]","[25,25,25,0]","[4,3,2,0]","[5,7,6,0]",463
258,9,56,5,6,466,50.1613,37.5851,3.20017,6.05939,8.85058,2.88359,7,16,5,2,8,4,0,3,2,9.33,4.67,1.67,102,10,1,1,28,1,1,8,0,1,56,13,0,11,7,0,4,"[""3"",""22"",""25"",""63"",""215"",""204"",""147"",""69"",""193"",""50"",""82"",""56"",""73"",""Coin127"",""Coin110"",""Coin168"",""Coin182"",""Coin140"",""Coin222"",""Coin154""]",0,133,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,9,9,8,2,1,1,0,0,0,"[25,50,50,0]","[50,50,25,0]","[3,2,3,0]","[9,8,7,0]",310
259,9,64,4,4,443,73.8009,51.6173,201.269,7.26676,5.35013,3.53342,6,6,16,1,2,10,2,1,3,9.33,4.33,2,336,11,2,0,30,0,0,9,0,0,82,8,1,16,11,0,5,"[""3"",""22"",""32"",""193"",""113"",""50"",""82"",""147"",""69"",""Coin182"",""Coin215"",""Coin168"",""Coin218"",""Coin222"",""Coin204"",""Coin110"",""Coin127"",""Coin59"",""Coin63"",""Coin56""]",0,143,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,8,7,8,0,1,0,0,0,0,"[50,50,50,0]","[25,25,25,0]","[3,1,2,0]","[6,5,4,0]",197
260,10,64,4,1,442,111.318,44.0509,62.2177,5.61654,7.7833,6.13387,10,8,11,0,6,5,1,2,1,9.67,3.67,1.33,227,11,1,0,29,1,0,8,1,0,75,15,0,9,5,0,4,"[""3"",""22"",""25"",""63"",""59"",""56"",""50"",""73"",""82"",""110"",""127"",""113"",""140"",""154"",""147"",""Coin168"",""Coin193"",""Coin204"",""Coin218"",""Coin215""]",0,84,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,12,10,12,7,1,0,4,0,1,"[0,50,50,0]","[25,25,25,0]","[2,0,5,0]","[3,5,8,0]",356
261,9,45,3,4,425,137.453,106.002,66.2678,6.14985,5.20008,30.784,11,22,10,2,9,1,0,2,0,14.33,4,0.67,317,8,42,3,16,8,6,3,4,2,108,8,5,16,8,18,8,"[""183"",""137"",""118"",""45"",""3"",""22"",""25"",""12"",""14"",""50"",""113"",""215"",""218"",""Coin222"",""Coin154"",""Coin155"",""Coin158"",""Coin140"",""Coin119"",""Coin82"",""Coin10"",""Coin49"",""Coin103"",""Coin108"",""Coin157"",""Coin112"",""Coin93"",""Coin56"",""Coin69"",""Coin116"",""Coin133"",""Coin193"",""Coin145"",""Coin197"",""Coin219"",""Coin89"",""Coin63"",""Coin20"",""Coin32""]",0,168,"[""Alcancia"",""Tabla de surf"",""Lentes""]",1,0,9,8,9,10,0,0,4,2,1,"[25,75,50,0]","[25,25,50,0]","[2,3,1,0]","[5,4,3,0]",419
262,8,40,4,2,318,26.8346,9.48398,5.2835,3.76687,4.05039,4.58329,12,7,6,4,6,6,4,2,2,8.33,5.33,2.67,48,9,16,2,24,5,1,4,5,0,85,8,7,16,16,45,0,"[""3"",""14"",""22"",""25"",""39"",""49"",""54"",""56"",""69"",""82"",""110"",""122"",""119"",""116"",""84"",""Coin151"",""Coin182"",""Coin197"",""Coin186"",""Coin183"",""Coin210"",""Coin193"",""Coin130"",""Coin147"",""Coin118"",""Coin103"",""Coin4"",""Coin8"",""Coin12"",""Coin16"",""Coin32"",""Coin31"",""Coin18"",""Coin23"",""Coin43"",""Coin45"",""Coin50"",""Coin51"",""Coin59"",""Coin63"",""Coin73"",""Coin89"",""Coin91"",""Coin90"",""Coin88"",""Coin93"",""Coin100"",""Coin113"",""Coin115"",""Coin120"",""Coin127"",""Coin126"",""Coin143"",""Coin140"",""Coin137"",""Coin129"",""Coin145"",""Coin154"",""Coin156"",""Coin155"",""Coin157"",""Coin160"",""Coin172"",""Coin168"",""Coin164"",""Coin178"",""Coin185"",""Coin208"",""Coin207"",""Coin204"",""Coin200"",""Coin215"",""Coin219"",""Coin218"",""Coin221"",""Coin222""]",1,203,"[""Robot"",""Tabla de surf"",""Camara""]",2,0,8,5,8,1,1,0,0,0,0,"[50,50,50,0]","[25,25,25,0]","[2,1,0,0]","[5,3,5,0]",225
263,7,25,2,1,209,47.4842,42.4671,63.9783,11.967,5.10031,4.03305,9,15,27,2,9,10,2,3,2,17,7,2.33,162,3,69,8,16,12,2,3,6,1,85,11,0,13,1,0,12,"[""140"",""218"",""193"",""113"",""3"",""14"",""59"",""56"",""73"",""127"",""154"",""Coin204""]",0,79,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,9,7,9,10,4,0,4,3,2,"[25,25,25,0]","[50,50,50,0]","[6,4,3,0]","[6,5,4,0]",355
264,7,76,3,1,319,73.0659,28.1336,21.8502,12.6999,9.33367,5.0837,26,14,15,3,9,6,7,2,1,18.33,6,3.33,133,3,44,8,21,7,2,2,7,0,222,7,0,17,4,0,13,"[""50"",""56"",""59"",""63"",""222"",""193"",""113"",""Coin69"",""Coin22"",""Coin25"",""Coin14""]",0,134,"[""Tabla de surf"",""Lentes"",""Robot""]",2,0,9,9,9,0,0,10,1,0,4,"[25,50,25,0]","[75,50,50,0]","[2,3,6,0]","[0,0,0,0]",240
265,7,68,5,1,339,55.6678,74.718,94.8518,1.78338,3.46676,9.71692,25,24,12,8,12,6,5,2,1,20.33,8.67,2.67,236,9,48,2,25,5,0,6,3,0,63,10,2,14,0,0,14,"[""14"",""3"",""20"",""21"",""22"",""25"",""56"",""59"",""73"",""127"",""110"",""63""]",0,67,"[""Carrito"",""Robot"",""Tabla de surf""]",3,99.99,9,8,6,7,5,0,4,3,0,"[25,50,25,0]","[50,50,50,0]","[5,2,2,0]","[7,4,3,0]",355
266,7,74,5,2,355,81.7724,28.5172,26.3338,50.6382,2.41672,13.0503,11,13,5,3,9,2,2,2,2,9.67,4.67,2,144,10,2,1,19,7,4,3,4,2,112,11,0,13,6,0,7,"[""222"",""82"",""215"",""218"",""3"",""14"",""25"",""50"",""56"",""73"",""147"",""Coin140"",""Coin154"",""Coin193"",""Coin113"",""Coin127"",""Coin110""]",0,95,"[""Carrito"",""Tabla de surf"",""Pino""]",2,0,9,9,8,10,0,1,4,2,2,"[25,25,50,0]","[25,75,0,0]","[5,2,2,0]","[7,11,6,0]",332
267,7,59,5,4,493,77.9528,45.0349,69.2139,3.6503,3.38363,5.28344,23,33,21,5,18,9,8,2,4,25.67,10.67,4.67,200,9,13,2,22,5,3,6,3,1,96,12,5,12,1,0,11,"[""223"",""222"",""218"",""215"",""193"",""197"",""204"",""168"",""154"",""145"",""113"",""127"",""82"",""69"",""93"",""22"",""20"",""Coin59""]",0,70,"[""Tabla de surf"",""Robot"",""Alcancia""]",2,0,9,7,9,9,0,0,1,0,0,"[25,50,50,0]","[50,25,25,0]","[5,1,3,0]","[7,4,5,0]",359
268,7,117,4,3,427,69.1001,21.5506,7.66673,7.34965,3.68379,4.43338,22,10,5,13,4,5,5,1,2,12.33,7.33,2.67,111,9,39,2,20,7,3,6,2,1,136,7,0,17,0,0,17,"[""218"",""222"",""14"",""3"",""147"",""22"",""25""]",0,72,"[""Robot"",""Tabla de surf"",""Pantalu00f3n""]",2,0,8,9,9,3,0,0,2,0,1,"[25,25,25,0]","[25,50,50,0]","[2,3,3,0]","[4,6,6,0]",254
269,7,80,3,1,330,50.7514,44.8345,6.05014,11.9503,7.08345,4.15004,14,24,7,1,15,6,0,4,1,15,7.33,1.67,111,11,4,0,19,11,0,0,9,0,210,13,0,11,9,1,2,"[""3"",""22"",""59"",""204"",""50"",""56"",""218"",""222"",""215"",""182"",""168"",""154"",""140"",""Coin110"",""Coin63"",""Coin147"",""Coin113"",""Coin127"",""Coin25"",""Coin69"",""Coin73"",""Coin193"",""Coin208""]",0,155,"[""AletasUnPack"",""Carrito"",""Tabla de surf""]",2,0,9,7,9,10,0,0,4,0,0,"[50,25,25,0]","[25,50,75,0]","[4,1,3,0]","[6,3,4,0]",356
270,7,57,4,4,423,84.1349,58.5009,76.5181,2.18346,3.58342,6.10023,22,18,15,2,9,10,4,1,3,18.33,7,2.67,226,8,8,3,28,1,1,8,0,1,140,11,0,13,6,1,7,"[""14"",""3"",""50"",""82"",""215"",""127"",""140"",""182"",""168"",""154"",""56"",""Coin110"",""Coin218"",""Coin58"",""Coin59"",""Coin113"",""Coin147"",""Coin222""]",0,177,"[""Tabla de surf"",""Carrito"",""AletasUnPack""]",2,0,9,9,1,10,10,1,4,4,1,"[0,0,0,0]","[50,50,0,0]","[3,6,1,0]","[4,4,1,0]",321
271,7,62,2,3,387,95.6505,25.9003,20.7002,23.8336,3.78345,5.56671,8,12,4,1,7,4,1,1,0,8,4,0.67,151,8,5,3,13,7,10,5,4,3,106,10,2,14,1,2,13,"[""204"",""182"",""147"",""154"",""84"",""82"",""222"",""14"",""59"",""25"",""54"",""50"",""Coin116"",""Coin93"",""Coin193""]",0,108,"[""Lentes"",""AletasUnPack"",""Tabla de surf""]",1,0,9,6,5,10,5,0,4,1,1,"[25,25,75,0]","[25,0,25,0]","[5,1,1,0]","[4,2,2,0]",391
272,8,61,4,3,434,111.321,68.836,43.8184,7.23359,15.0004,10.0503,30,35,22,7,22,13,8,5,4,29,14,5.67,235,10,5,1,29,1,0,9,0,0,53,4,1,20,3,0,17,"[""84"",""147"",""193"",""168"",""154"",""Coin56"",""Coin22"",""Coin25""]",0,107,"[""Robot"",""Tabla de surf"",""Sombrero""]",2,0,9,8,9,10,0,0,4,0,1,"[50,50,50,0]","[50,50,50,0]","[3,2,1,0]","[5,4,6,0]",335
273,7,110,4,4,503,57.9837,62.54,16.6333,7.33341,5.76674,3.46687,12,24,4,3,11,2,4,1,0,13.33,5.33,1.67,154,9,7,2,22,7,1,7,1,1,72,8,1,16,0,0,16,"[""207"",""50"",""22"",""168"",""204"",""193"",""59"",""14"",""3""]",0,75,"[""Robot"",""Tabla de surf"",""Alcancia""]",2,0,9,8,9,10,1,1,4,1,0,"[0,0,50,0]","[50,75,25,0]","[4,1,2,0]","[5,2,4,0]",379
274,7,76,6,2,445,49.7015,34.1511,5.65013,2.7001,5.35019,3.23335,33,23,8,19,10,7,4,2,3,21.33,12,3,96,5,46,6,24,1,5,5,0,4,82,10,1,14,10,0,4,"[""215"",""154"",""190"",""127"",""147"",""193"",""168"",""182"",""56"",""59"",""22"",""Coin50"",""Coin69"",""Coin73"",""Coin25"",""Coin3"",""Coin82"",""Coin113"",""Coin140"",""Coin218"",""Coin222""]",1,163,"[""Carrito"",""Tabla de surf"",""Robot""]",3,99.99,9,5,9,10,2,10,4,1,4,"[25,50,50,0]","[25,50,50,0]","[4,2,4,0]","[4,3,3,0]",343
275,7,0,3,4,633,68.1176,133.802,95.6844,3.01652,7.46671,69.6342,9,42,13,0,18,6,0,3,1,21.33,8,1.33,306,11,10,0,24,4,2,9,0,0,65,7,15,17,8,18,9,"[""186"",""183"",""168"",""172"",""182"",""215"",""210"",""221"",""207"",""154"",""155"",""157"",""140"",""126"",""127"",""143"",""110"",""119"",""137"",""108"",""118"",""103"",""Coin45"",""Coin43"",""Coin93"",""Coin89"",""Coin73"",""Coin25"",""Coin14"",""Coin32"",""Coin16"",""Coin4"",""Coin8"",""Coin22"",""Coin23"",""Coin56"",""Coin10"",""Coin20"",""Coin51"",""Coin50"",""Coin69"",""Coin54"",""Coin84"",""Coin116"",""Coin145"",""Coin113"",""Coin130"",""Coin164""]",0,134,"[""Alcancia"",""Robot"",""Tabla de surf""]",2,0,9,6,9,10,0,0,4,0,0,"[25,25,50,0]","[25,50,25,0]","[1,2,1,0]","[5,2,3,0]",300
