id,playerAge,buyTicketTimeOfComp,packNormalScore,packReverseScore,packTimeOfComp,lab1Time,lab2Time,lab3Time,lab1Latency,lab2Latency,lab3Latency,lab1Hits,lab2Hits,lab3Hits,lab1Crosses,lab2Crosses,lab3Crosses,lab1DeadEnds,lab2DeadEnds,lab3DeadEnds,labXHits,labXCrosses,labXDeadEnds,labTimeOfComp,waitRoomCorrect,waitRoomIncorrect,waitRoomMissed,flyPlaneCorrect,flyPlaneIncorrect,flyPlaneMissed,flyPlaneGreenCorrect,flyPlaneGreenIncorrect,flyPlaneGreenMissed,flyPlaneTimeOfComp,coinsMinCorrect,coinsMinIncorrect,coinsMinMissed,coinsExtraCorrect,coinsExtraIncorrect,coinsExtraMissed,coinsSelected,coinsClicksBeforeMin,coinsTimeOfComp,unPackFirstSelected,unPackFirstCorrect,unPackFirstPerc,unPackS1Correct,unPackS2Correct,unPackS3Correct,unPackS1Incorrect,unPackS2Incorrect,unPackS3Incorrect,unPackS1Repeated,unPackS2Repeated,unPackS3Repeated,unPackFourFirstSample,unPackFourLastSample,unPackGroupingSample,unPackSpacialPrecisionSample,unPackTimeOfComp
141,6,60,3,3,400,135.453,93.4018,41.9637,13.1837,8.43338,17.5964,18,37,8,3,14,2,3,5,2,21,6.33,3.33,279,8,26,3,16,3,11,6,0,3,146,5,1,19,14,0,5,"[""22"",""3"",""168"",""69"",""54"",""140"",""Coin50"",""Coin73"",""Coin59"",""Coin14"",""Coin63"",""Coin127"",""Coin218"",""Coin215"",""Coin193"",""Coin113"",""Coin154"",""Coin204"",""Coin110"",""Coin182""]",0,199,"[""Alcancia"",""Carrito"",""Alcancia""]",1,0,5,0,4,5,1,1,2,1,1,"[25,0,25,0]","[25,0,50,0]","[0,1,2,0]","[2,0,2,0]",443
142,7,7,3,5,524,157.885,61.9672,225.369,5.8834,7.29981,50.3669,43,24,54,5,11,21,4,2,9,40.33,12.33,5,455,11,3,0,27,2,1,8,1,0,106,9,14,15,8,9,7,"[""127"",""56"",""43"",""45"",""14"",""8"",""4"",""50"",""82"",""210"",""186"",""172"",""126"",""112"",""22"",""23"",""54"",""118"",""103"",""164"",""147"",""215"",""193"",""Coin130"",""Coin137"",""Coin168"",""Coin145"",""Coin3"",""Coin25"",""Coin10"",""Coin16"",""Coin32"",""Coin89"",""Coin93"",""Coin140"",""Coin154"",""Coin182"",""Coin183"",""Coin63"",""Coin59""]",0,119,[],0,0,1,0,6,0,0,4,0,0,1,"[0,0,25,0]","[1,0,50,0]","[0,0,2,0]","[0,0,0,0]",251
143,6,10,3,2,492,126.269,51.3507,72.9845,59.9343,2.24974,4.26662,19,32,40,4,14,31,2,4,13,30.33,16.33,6.33,269,4,111,7,10,19,1,3,10,1,207,3,19,21,11,0,10,"[""4"",""8"",""68"",""51"",""67"",""83"",""99"",""114"",""115"",""131"",""147"",""148"",""132"",""100"",""84"",""116"",""97"",""81"",""65"",""49"",""50"",""113"",""Coin3"",""Coin14"",""Coin63"",""Coin82"",""Coin193"",""Coin215"",""Coin218"",""Coin127"",""Coin56"",""Coin154"",""Coin73""]",1,167,"[""BotasUnPack"",""Carrito"",""Carrito""]",2,0,9,7,2,10,4,2,4,1,0,"[50,25,25,0]","[0,25,25,0]","[4,3,1,0]","[5,2,1,0]",428
144,6,46,2,1,316,135.488,55.5693,35.6846,12.4505,33.6184,7.90007,26,12,11,2,7,8,2,1,3,16.33,5.67,2,245,10,53,1,20,8,2,2,7,0,437,3,4,21,0,0,21,"[""218"",""93"",""119"",""116"",""84"",""110"",""182""]",0,73,"[""Alcancia"",""Robot"",""Camara""]",1,0,9,9,9,8,10,1,4,4,0,"[25,25,25,0]","[50,50,50,0]","[5,5,3,0]","[0,5,2,0]",367
145,6,30,4,3,463,49.7853,36.218,5.28354,1.36681,3.49994,1.76673,10,10,7,2,3,6,2,2,1,9,3.67,1.67,101,10,217,1,17,11,2,3,5,1,229,2,49,22,20,36,2,"[""173"",""186"",""172"",""157"",""77"",""109"",""141"",""125"",""93"",""106"",""163"",""97"",""114"",""113"",""161"",""178"",""181"",""166"",""151"",""118"",""87"",""103"",""135"",""119"",""134"",""86"",""101"",""102"",""85"",""84"",""116"",""117"",""133"",""100"",""132"",""164"",""180"",""165"",""150"",""149"",""145"",""147"",""148"",""146"",""67"",""66"",""81"",""98"",""99"",""130"",""129"",""Coin115"",""Coin131"",""Coin211"",""Coin212"",""Coin213"",""Coin214"",""Coin194"",""Coin177"",""Coin210"",""Coin209"",""Coin193"",""Coin162"",""Coin179"",""Coin195"",""Coin196"",""Coin197"",""Coin136"",""Coin121"",""Coin137"",""Coin120"",""Coin25"",""Coin38"",""Coin42"",""Coin37"",""Coin52"",""Coin53"",""Coin68"",""Coin83"",""Coin82"",""Coin17"",""Coin34"",""Coin50"",""Coin20"",""Coin3"",""Coin59"",""Coin69"",""Coin56"",""Coin215"",""Coin182"",""Coin154"",""Coin168"",""Coin218"",""Coin49"",""Coin73"",""Coin89"",""Coin155"",""Coin219"",""Coin140"",""Coin127"",""Coin63"",""Coin54"",""Coin222"",""Coin204"",""Coin143"",""Coin39"",""Coin110""]",0,332,"[""Alcancia"",""Alcancia"",""Robot""]",1,0,3,2,8,2,3,1,0,1,0,"[50,25,50,0]","[0,25,50,0]","[1,2,1,0]","[3,1,4,0]",259
146,6,49,2,1,481,50.5175,85.1053,72.271,13.8669,3.45022,3.25026,8,46,18,2,30,10,0,5,8,24,14,4.33,215,3,32,8,11,19,0,9,0,0,300,13,2,11,0,0,11,"[""110"",""127"",""140"",""154"",""147"",""204"",""210"",""193"",""218"",""222"",""182"",""168"",""73"",""59"",""164""]",2,71,"[""Alcancia"",""Carrito"",""Robot""]",2,0,9,7,9,10,1,1,4,0,1,"[50,50,25,0]","[25,25,50,0]","[5,1,4,0]","[1,1,2,0]",361
147,6,53,3,2,505,56.0521,71.7691,19.2007,5.30054,3.9664,3.20019,10,21,11,4,13,8,2,2,1,14,8.33,1.67,155,9,85,2,22,2,6,6,0,3,243,2,0,22,14,5,8,"[""50"",""14"",""Coin147"",""Coin73"",""Coin218"",""Coin222"",""Coin215"",""Coin193"",""Coin69"",""Coin22"",""Coin3"",""Coin204"",""Coin56"",""Coin113"",""Coin145"",""Coin127"",""Coin219"",""Coin157"",""Coin140"",""Coin208"",""Coin49""]",0,286,"[""AletasUnPack"",""Robot"",""Tabla de surf""]",2,0,9,9,9,10,10,8,4,4,3,"[0,50,25,0]","[25,25,75,0]","[3,3,7,0]","[1,1,6,0]",502
148,6,18,2,1,620,165.721,122.52,154.434,9.71706,5.81682,7.10011,21,20,11,6,11,7,2,4,4,17.33,8,3.33,451,10,24,1,19,7,4,3,7,1,253,3,2,21,4,6,17,"[""10"",""69"",""22"",""12"",""127"",""Coin20"",""Coin25"",""Coin32"",""Coin39"",""Coin63"",""Coin34"",""Coin50"",""Coin145"",""Coin49"",""Coin193""]",1,130,"[""Cubeta"",""Camara"",""Robot""]",1,0,9,6,6,10,0,0,2,0,1,"[25,75,50,0]","[25,0,50,0]","[5,2,3,0]","[0,0,0,0]",240
149,6,44,3,3,390,144.333,123.351,112.418,13.9986,43.0501,59.4171,8,11,11,0,1,3,1,0,0,10,1.33,0.33,388,6,14,5,20,3,7,6,1,2,122,4,0,20,18,0,2,"[""193"",""110"",""218"",""113"",""Coin25"",""Coin22"",""Coin3"",""Coin14"",""Coin182"",""Coin69"",""Coin50"",""Coin73"",""Coin59"",""Coin127"",""Coin222"",""Coin215"",""Coin204"",""Coin154"",""Coin56"",""Coin168"",""Coin63"",""Coin82""]",0,536,"[""Robot"",""Tabla de surf"",""Alcancia""]",2,0,9,9,8,10,10,0,4,4,1,"[50,25,0,0]","[0,0,100,0]","[5,5,3,0]","[9,6,0,0]",478
150,7,0,4,2,382,86.1648,210.267,36.0824,4.90004,8.58496,14.0498,41,81,25,12,51,14,10,5,1,49,25.67,5.33,341,11,59,0,15,14,1,5,4,0,98,3,6,21,19,50,2,"[""43"",""16"",""32"",""45"",""63"",""14"",""10"",""59"",""12"",""Coin108"",""Coin140"",""Coin172"",""Coin160"",""Coin191"",""Coin208"",""Coin207"",""Coin221"",""Coin222"",""Coin219"",""Coin218"",""Coin215"",""Coin210"",""Coin193"",""Coin178"",""Coin182"",""Coin183"",""Coin186"",""Coin185"",""Coin168"",""Coin164"",""Coin147"",""Coin151"",""Coin145"",""Coin129"",""Coin113"",""Coin133"",""Coin137"",""Coin154"",""Coin155"",""Coin156"",""Coin157"",""Coin143"",""Coin127"",""Coin126"",""Coin122"",""Coin119"",""Coin118"",""Coin116"",""Coin115"",""Coin100"",""Coin103"",""Coin110"",""Coin112"",""Coin80"",""Coin93"",""Coin89"",""Coin73"",""Coin88"",""Coin69"",""Coin84"",""Coin82"",""Coin50"",""Coin51"",""Coin49"",""Coin53"",""Coin54"",""Coin56"",""Coin60"",""Coin39"",""Coin31"",""Coin25"",""Coin23"",""Coin18"",""Coin6"",""Coin8"",""Coin4"",""Coin3"",""Coin20""]",0,259,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,7,4,8,6,0,0,2,0,1,"[50,75,75,0]","[25,0,25,0]","[2,2,2,0]","[0,0,0,0]",247
151,11,36,5,3,324,37.1179,42.1511,4.63386,1.78314,4.69995,3.35014,7,5,8,1,4,8,0,1,0,6.67,4.33,0.33,95,8,17,3,30,0,0,9,0,0,74,17,1,7,2,0,5,"[""218"",""215"",""110"",""127"",""168"",""145"",""113"",""3"",""50"",""56"",""22"",""147"",""193"",""222"",""140"",""69"",""82"",""154"",""Coin182"",""Coin204""]",0,75,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,0,12,11,0,7,0,0,3,0,"[0,25,25,0]","[0,25,25,0]","[0,3,3,0]","[0,0,0,0]",205
152,10,66,4,2,298,18.1501,4.60006,2.88336,7.56677,2.49989,1.83335,8,8,5,5,6,5,1,2,1,7,5.33,1.33,35,7,12,4,24,6,0,6,3,0,50,12,3,12,10,0,2,"[""218"",""193"",""182"",""183"",""50"",""36"",""82"",""168"",""154"",""3"",""204"",""222"",""224"",""63"",""127"",""Coin110"",""Coin14"",""Coin59"",""Coin73"",""Coin56"",""Coin215"",""Coin22"",""Coin25"",""Coin147"",""Coin113""]",0,123,"[""Tabla de surf"",""Carrito"",""Camara""]",2,0,5,0,9,1,0,0,1,0,0,"[25,0,0,0]","[25,0,50,0]","[1,0,1,0]","[4,0,10,0]",183
153,10,26,5,3,351,15.4335,6.31697,10.2832,4.4995,2.75022,6.43314,7,29,9,6,22,8,1,5,1,15,12,2.33,41,4,70,7,27,3,0,7,2,0,49,8,10,16,0,0,16,"[""3"",""215"",""218"",""222"",""110"",""22"",""25"",""12"",""32"",""30"",""42"",""43"",""59"",""58"",""57"",""55"",""159"",""155""]",1,65,"[""Robot"",""Carrito"",""Alcancia""]",2,0,11,3,12,2,0,7,2,0,4,"[25,0,25,0]","[0,1,0,0]","[3,1,6,0]","[6,0,3,0]",284
154,11,77,3,3,272,78.318,16.4668,4.96649,1.23336,4.60002,2.33331,5,10,7,0,8,6,1,1,1,7.33,4.67,1,107,8,1,3,25,5,0,6,3,0,51,15,0,9,5,0,4,"[""182"",""215"",""218"",""222"",""204"",""154"",""113"",""193"",""3"",""63"",""127"",""25"",""22"",""14"",""69"",""Coin59"",""Coin73"",""Coin140"",""Coin50"",""Coin56""]",0,146,"[""Robot"",""Tabla de surf"",""AletasUnPack""]",2,0,12,12,11,7,0,0,4,2,2,"[50,25,25,0]","[0,25,25,0]","[3,6,5,0]","[6,9,8,0]",328
155,10,50,5,3,492,4.26672,12.8007,4.7166,1.70011,6.66652,2.64977,14,11,8,10,9,7,4,4,1,11,8.67,3,43,9,12,2,26,4,0,8,1,0,59,3,8,21,0,6,21,"[""3"",""10"",""39"",""59"",""54"",""49"",""93"",""89"",""84"",""119"",""140"",""Coin143"",""Coin157"",""Coin155"",""Coin145"",""Coin208"",""Coin219""]",0,97,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,12,11,11,7,1,0,4,1,0,"[0,25,25,0]","[50,25,25,0]","[8,1,3,0]","[7,6,8,0]",291
156,12,57,6,4,443,46.9334,56.2836,34.3002,1.26653,4.18333,7.28339,4,13,15,1,9,10,0,1,3,10.67,6.67,1.33,145,10,0,1,24,5,1,6,3,0,57,1,19,23,0,0,23,"[""4"",""22"",""8"",""23"",""43"",""51"",""130"",""16"",""45"",""112"",""118"",""126"",""137"",""172"",""183"",""186"",""207"",""210"",""108"",""103""]",0,67,"[""Carrito"",""Tabla de surf"",""Robot""]",3,99.99,11,12,10,0,0,0,0,0,0,"[25,25,50,0]","[25,25,25,0]","[3,5,2,0]","[11,11,9,0]",227
157,11,54,4,3,306,69.6843,40.5505,33.9006,2.80008,2.39977,1.79985,5,12,21,0,3,11,3,0,3,12.67,4.67,2,151,11,2,0,30,0,0,9,0,0,52,15,0,9,8,0,1,"[""25"",""22"",""3"",""14"",""63"",""56"",""59"",""82"",""69"",""50"",""73"",""110"",""127"",""113"",""154"",""Coin147"",""Coin168"",""Coin182"",""Coin193"",""Coin204"",""Coin222"",""Coin218"",""Coin215""]",0,101,"[""Robot"",""Alcancia"",""Pantalu00f3n""]",1,0,12,11,12,7,2,0,4,1,0,"[50,25,50,0]","[0,50,25,0]","[3,2,4,0]","[3,5,7,0]",312
158,11,54,5,3,372,107.654,70.3697,82.7034,4.3835,3.75032,3.83394,1,4,2,0,2,0,3,1,1,2.33,0.67,1.67,268,11,0,0,28,1,1,9,0,0,59,10,0,14,6,0,8,"[""3"",""25"",""50"",""56"",""59"",""63"",""69"",""73"",""147"",""154"",""Coin168"",""Coin182"",""Coin204"",""Coin215"",""Coin218"",""Coin222""]",0,82,"[""Tabla de surf"",""Pantalu00f3n"",""Robot""]",2,0,11,12,12,3,0,0,2,0,0,"[25,50,50,0]","[50,25,25,0]","[2,2,3,0]","[7,9,7,0]",299
159,11,66,5,4,334,57.4846,49.7176,46.5008,14.9504,12.8336,2.50003,4,11,4,0,6,0,0,2,0,6.33,2,0.67,161,11,2,0,27,3,0,8,1,0,92,11,0,13,9,0,4,"[""193"",""147"",""113"",""50"",""3"",""22"",""218"",""215"",""222"",""204"",""182"",""Coin154"",""Coin140"",""Coin127"",""Coin110"",""Coin69"",""Coin56"",""Coin73"",""Coin59"",""Coin63""]",0,113,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,12,11,12,7,1,0,4,0,0,"[0,25,25,0]","[25,50,50,0]","[7,3,2,0]","[8,8,8,0]",282
160,11,46,6,4,410,88.9021,83.1523,58.4515,2.15009,3.16669,2.0834,10,24,22,1,11,12,3,2,3,18.67,8,2.67,238,11,0,0,26,3,1,7,2,0,64,19,0,5,2,0,3,"[""140"",""127"",""110"",""204"",""218"",""215"",""193"",""113"",""82"",""50"",""147"",""69"",""182"",""22"",""168"",""56"",""73"",""154"",""59"",""Coin222"",""Coin63""]",0,88,"[""Robot"",""Tabla de surf"",""Alcancia""]",2,0,12,12,12,7,0,0,4,2,2,"[25,25,0,0]","[50,50,50,0]","[7,3,4,0]","[12,8,7,0]",273
161,10,91,4,3,602,57.436,33.8178,21.1201,4.68382,10.7341,6.41677,29,32,12,8,16,5,5,2,1,24.33,9.67,2.67,122,9,83,2,23,6,1,6,3,0,83,0,18,24,0,2,24,"[""23"",""8"",""39"",""43"",""45"",""12"",""51"",""130"",""210"",""164"",""4"",""118"",""103"",""183"",""137"",""186"",""126"",""207"",""Coin16"",""Coin208""]",1,68,"[""Camara"",""AletasUnPack"",""Alcancia""]",0,0,0,0,12,0,0,7,0,0,4,"[0,0,50,0]","[0,0,25,0]","[0,0,3,0]","[0,0,0,0]",162
162,10,32,4,4,366,79.2531,66.1193,55.8521,4.20017,8.23344,20.0341,2,5,5,0,0,0,0,0,1,4,0,0.33,209,11,4,0,29,1,0,9,0,0,66,14,12,10,8,6,2,"[""154"",""127"",""204"",""168"",""133"",""116"",""82"",""73"",""218"",""219"",""222"",""208"",""197"",""145"",""113"",""49"",""50"",""20"",""22"",""25"",""12"",""14"",""32"",""39"",""56"",""54"",""Coin59"",""Coin63"",""Coin69"",""Coin84"",""Coin93"",""Coin110"",""Coin147"",""Coin157"",""Coin155"",""Coin182"",""Coin119"",""Coin10"",""Coin140"",""Coin215""]",0,135,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,12,12,12,7,5,0,4,3,2,"[25,25,0,0]","[0,0,25,0]","[1,5,1,0]","[11,7,10,0]",301
163,10,80,4,3,516,52.985,56.7852,41.068,4.33329,13.5671,13.8506,9,21,15,1,6,7,1,1,0,15,4.67,0.67,169,11,0,0,28,1,1,8,0,1,93,18,0,6,4,0,2,"[""14"",""110"",""140"",""204"",""218"",""215"",""193"",""113"",""147"",""168"",""3"",""22"",""82"",""50"",""182"",""56"",""25"",""73"",""Coin154"",""Coin59"",""Coin63"",""Coin127""]",0,90,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,12,12,12,7,7,0,4,4,0,"[0,25,50,0]","[25,25,25,0]","[4,3,3,0]","[5,7,5,0]",329
164,11,45,5,4,384,36.0181,28.9462,16.5174,7.76697,12.2621,12.5839,2,19,6,0,11,3,0,2,2,9,4.67,1.33,89,9,65,2,29,1,0,9,0,0,72,15,1,9,7,0,2,"[""3"",""14"",""22"",""25"",""50"",""56"",""59"",""63"",""73"",""69"",""82"",""110"",""113"",""127"",""143"",""147"",""Coin154"",""Coin168"",""Coin204"",""Coin193"",""Coin215"",""Coin218"",""Coin222""]",0,88,"[""Robot"",""Robot"",""Carrito""]",3,99.99,12,12,11,1,0,0,1,0,0,"[0,0,75,0]","[50,50,0,0]","[3,3,0,0]","[9,7,2,0]",245
165,11,51,4,4,321,78.7013,60.3671,11.9001,12.3,2.95002,9.55007,7,31,7,0,14,6,1,1,1,15,6.67,1,159,10,0,1,22,6,2,4,5,0,72,7,1,17,1,0,16,"[""208"",""215"",""69"",""50"",""25"",""22"",""14"",""154"",""Coin218""]",0,73,"[""Tabla de surf"",""Robot"",""Lentes""]",2,0,12,12,12,7,0,0,4,0,2,"[50,0,25,0]","[25,50,25,0]","[4,5,3,0]","[10,9,9,0]",327
167,11,47,4,3,379,83.6988,63.9326,57.3326,8.33337,24.5998,23.383,12,8,9,0,5,3,0,2,2,9.67,2.67,1.33,212,11,0,0,28,1,1,8,1,0,79,13,1,11,9,0,2,"[""3"",""10"",""14"",""25"",""22"",""63"",""59"",""56"",""50"",""69"",""73"",""82"",""110"",""127"",""Coin113"",""Coin140"",""Coin154"",""Coin147"",""Coin168"",""Coin182"",""Coin222"",""Coin218"",""Coin215""]",0,95,"[""Robot"",""Tabla de surf"",""Camara""]",2,0,9,11,12,1,0,0,1,0,0,"[25,75,25,0]","[0,0,50,0]","[1,3,2,0]","[8,4,8,0]",297
170,11,82,6,4,452,41.0003,51.1509,66.7009,2.23322,3.86682,4.86677,2,19,8,0,4,4,0,1,0,9.67,2.67,0.33,166,10,7,1,30,0,0,9,0,0,48,13,3,11,7,0,4,"[""3"",""14"",""22"",""59"",""56"",""50"",""69"",""73"",""93"",""89"",""84"",""82"",""110"",""113"",""127"",""140"",""Coin147"",""Coin154"",""Coin168"",""Coin182"",""Coin204"",""Coin218"",""Coin222""]",0,99,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,11,12,11,6,1,0,3,1,0,"[50,50,25,0]","[25,50,25,0]","[5,2,2,0]","[8,9,8,0]",328
171,11,55,5,4,416,54.1502,32.8335,9.50004,5.28337,9.36672,4.34984,12,13,8,1,6,5,1,1,2,11,4,1.33,104,11,0,0,22,8,0,2,7,0,41,0,11,24,0,4,24,"[""10"",""32"",""143"",""157"",""197"",""20"",""39"",""49"",""54"",""84"",""93"",""Coin133"",""Coin145"",""Coin155"",""Coin208""]",0,99,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,12,11,12,7,0,0,4,1,2,"[50,25,0,0]","[50,25,50,0]","[3,4,4,0]","[7,7,8,0]",281
173,12,30,4,6,489,77.753,96.8035,76.7526,1.36672,11.1004,8.33364,4,4,4,0,0,1,0,0,0,4,0.33,0,281,11,0,0,29,1,0,9,0,0,63,14,3,10,0,0,10,"[""127"",""73"",""56"",""59"",""63"",""32"",""14"",""10"",""12"",""3"",""22"",""50"",""25"",""69"",""218"",""204"",""215""]",0,72,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,11,12,12,1,0,0,0,0,0,"[25,25,0,0]","[25,25,50,0]","[3,3,6,0]","[8,6,7,0]",249
174,11,141,2,4,333,72.5527,87.9368,8.13364,2.20009,6.03379,4.71684,1,12,5,0,3,3,0,0,1,6,2,0.33,177,5,52,6,29,1,0,8,1,0,66,9,0,15,4,0,11,"[""14"",""25"",""22"",""113"",""50"",""82"",""193"",""73"",""56"",""Coin140"",""Coin154"",""Coin147"",""Coin182""]",0,90,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,12,12,12,7,0,0,4,1,0,"[25,25,25,0]","[25,0,25,0]","[3,4,2,0]","[8,9,8,0]",352
175,11,35,6,5,530,92.6513,42.3339,58.334,3.43325,4.75005,3.13337,6,5,8,0,2,0,1,0,0,6.33,0.67,0.33,202,10,0,1,15,14,1,5,11,0,55,13,1,11,3,0,8,"[""222"",""208"",""3"",""50"",""113"",""193"",""154"",""22"",""73"",""69"",""110"",""127"",""140"",""147"",""Coin168"",""Coin182"",""Coin218""]",0,80,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,12,12,12,7,1,0,4,0,0,"[0,25,25,0]","[0,25,50,0]","[1,3,2,0]","[10,9,8,0]",316
176,11,62,4,5,481,53.968,56.2516,61.1852,3.38332,3.73329,2.41673,0,9,1,0,1,1,0,0,0,3.33,0.67,0,181,11,18,0,25,4,1,6,2,1,64,13,0,11,11,0,0,"[""193"",""3"",""14"",""182"",""22"",""25"",""215"",""218"",""222"",""204"",""168"",""147"",""154"",""Coin140"",""Coin113"",""Coin127"",""Coin110"",""Coin82"",""Coin69"",""Coin73"",""Coin50"",""Coin63"",""Coin59"",""Coin56""]",0,132,"[""Carrito"",""Tabla de surf"",""Robot""]",3,99.99,12,12,12,0,1,0,1,0,0,"[0,25,0,0]","[50,50,25,0]","[4,4,3,0]","[9,9,7,0]",288
177,12,53,7,6,645,64.7689,45.2683,57.8521,1.45004,4.48341,29.2845,3,6,19,1,3,13,0,0,5,9.33,5.67,1.67,175,11,0,0,28,1,1,8,1,0,60,18,0,6,4,0,2,"[""222"",""215"",""218"",""204"",""193"",""182"",""168"",""147"",""154"",""140"",""127"",""110"",""82"",""73"",""69"",""50"",""59"",""63"",""Coin22"",""Coin25"",""Coin14"",""Coin3""]",0,120,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,12,12,12,1,0,0,1,0,0,"[75,50,25,0]","[25,25,75,0]","[1,4,3,0]","[9,11,7,0]",304
178,11,63,6,4,534,30.3504,53.2009,140.544,1.96672,12.4669,28.3421,9,12,12,3,7,9,1,1,4,11,6.33,2,237,11,8,0,24,4,2,6,2,1,61,9,0,15,13,0,2,"[""3"",""113"",""193"",""82"",""50"",""147"",""69"",""182"",""215"",""Coin56"",""Coin168"",""Coin73"",""Coin25"",""Coin154"",""Coin218"",""Coin59"",""Coin140"",""Coin204"",""Coin14"",""Coin110"",""Coin222"",""Coin63""]",0,116,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,11,12,12,1,1,0,0,0,0,"[25,0,0,0]","[25,50,50,0]","[2,3,4,0]","[8,6,7,0]",323
179,12,66,6,6,503,79.9505,125.034,93.6123,6.03335,13.0668,65.4287,0,9,1,0,4,1,0,1,2,3.33,1.67,1,305,11,0,0,28,1,1,9,0,0,54,15,0,9,1,0,8,"[""218"",""215"",""193"",""222"",""204"",""168"",""113"",""127"",""110"",""69"",""50"",""56"",""59"",""63"",""22"",""Coin25""]",0,71,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,12,11,12,7,3,1,4,3,0,"[25,0,25,0]","[0,25,25,0]","[6,5,3,0]","[11,11,9,0]",358
180,11,63,4,5,633,153.619,100.035,63.0852,4.55012,9.30024,16.5508,7,3,3,0,0,0,0,0,0,4.33,0,0,329,7,6,4,29,1,0,9,0,0,75,14,1,10,9,0,1,"[""3"",""14"",""22"",""25"",""50"",""56"",""59"",""63"",""69"",""73"",""82"",""110"",""127"",""139"",""147"",""Coin154"",""Coin168"",""Coin182"",""Coin193"",""Coin204"",""Coin215"",""Coin218"",""Coin222"",""Coin140""]",0,129,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,12,12,12,7,0,0,4,1,0,"[25,50,25,0]","[0,25,25,0]","[6,4,4,0]","[5,5,7,0]",297
181,10,33,4,4,358,33.7006,30.6341,6.90022,1.73338,4.85032,4.25011,5,23,7,0,12,6,0,5,2,11.67,6,2.33,80,11,1,0,26,2,2,8,0,1,85,11,0,13,13,0,0,"[""56"",""22"",""25"",""127"",""222"",""218"",""215"",""193"",""113"",""3"",""204"",""Coin82"",""Coin50"",""Coin59"",""Coin63"",""Coin69"",""Coin154"",""Coin168"",""Coin182"",""Coin14"",""Coin73"",""Coin110"",""Coin140"",""Coin147""]",0,176,"[""Tabla de surf"",""Robot"",""Robot""]",3,99.99,12,12,12,7,0,0,4,1,2,"[0,25,50,0]","[0,25,50,0]","[4,3,4,0]","[3,1,0,0]",227
182,12,132,3,3,244,61.2523,70.7694,53.0019,1.31665,3.36705,11.3835,14,14,9,5,8,3,2,0,1,12.33,5.33,1,192,6,139,5,28,2,0,8,1,0,63,18,0,6,1,0,5,"[""193"",""82"",""3"",""147"",""69"",""182"",""22"",""215"",""218"",""56"",""168"",""154"",""73"",""25"",""59"",""127"",""63"",""14"",""Coin204""]",0,73,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,10,12,12,2,0,7,1,0,4,"[50,0,0,0]","[0,50,25,0]","[2,3,6,0]","[7,7,10,0]",258
183,10,74,4,3,410,56.5679,35.8013,59.7188,8.033,3.50012,14.7172,21,27,30,2,13,18,6,1,3,26,11,3.33,159,11,3,0,26,2,2,7,1,1,55,18,0,6,0,0,6,"[""14"",""22"",""25"",""59"",""73"",""56"",""69"",""50"",""3"",""82"",""218"",""215"",""154"",""110"",""63"",""222"",""204"",""140""]",0,76,"[""Robot"",""Carrito"",""Tabla de surf""]",3,99.99,10,12,12,0,0,0,0,0,2,"[25,0,25,0]","[25,50,0,0]","[2,5,4,0]","[8,7,10,0]",225
184,10,33,6,5,474,29.9511,23.5339,38.7677,6.70016,3.31683,1.98336,8,29,29,0,16,21,0,2,3,22,12.33,1.67,99,9,6,2,27,3,0,9,0,0,53,13,1,11,2,0,9,"[""3"",""12"",""147"",""63"",""25"",""69"",""193"",""215"",""204"",""182"",""50"",""154"",""127"",""110"",""Coin73"",""Coin59""]",0,114,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,11,10,12,2,0,0,0,0,0,"[0,0,0,0]","[25,50,25,0]","[1,2,4,0]","[10,8,9,0]",282
185,11,87,4,5,431,44.3335,52.3836,41.4447,1.85001,2.93312,14.628,3,1,3,0,0,0,0,0,0,2.33,0,0,145,9,32,2,25,5,0,9,0,0,70,22,0,2,1,0,1,"[""204"",""222"",""140"",""127"",""110"",""63"",""14"",""3"",""50"",""82"",""113"",""147"",""69"",""22"",""182"",""215"",""56"",""73"",""168"",""218"",""25"",""59"",""Coin154""]",0,75,"[""Carrito"",""Robot"",""Tabla de surf""]",3,99.99,12,12,1,1,0,0,1,0,0,"[0,50,0,0]","[50,25,1,0]","[3,3,0,0]","[11,11,1,0]",245
